,source,author,title,description,url,urlToImage,publishedAt,content,keyword,article_sentiment,article_confidence,sentiment,confidence
38,The Guardian,Sophie Goddard,"‘Vaccinations work, I encourage people to have them’: the army veteran helping his community to get boosted","Nigel Jones, an emergency medical technician, has spent 41 years working for the army and the emergency services. Here, he explains why what he saw during the pandemic prompted him, along with other military veterans, to lend his skills to the Covid-19 vaccin…",https://amp.theguardian.com/all-in-all-together/2022/jan/21/vaccinations-work-i-encourage-people-to-have-them-the-army-veteran-helping-his-community-to-get-boosted,https://i.guim.co.uk/img/media/9aaf82b9730ad55b5add1b716ec3365a51920e91/0_377_6932_4159/master/6932.jpg?width=700&quality=85&auto=format&fit=max&s=60e48dd3594503370ada2ba1c4fe66a2,2022-01-21T11:19:38Z,"Nigel Jones is no stranger to emergency situations. After nearly 11 years in the Royal Signals, followed by 24 years in the fire service, Jones, from Penperlleni in Monmouthshire, now works as a full… [+7362 chars]",Helping,,,POSITIVE,0.9946916699409485
39,The Guardian,"April England-Albright, Cliff Albright and LaTosha Brown","The US supreme court is helping consolidate white political power in America | April England-Albright, Cliff Albright, LaTosha Brown","By upholding Alabama’s gerrymandered districts, the supreme court is laying the groundwork for ending voting rights and political power for Black people Tuesday’s US supreme court decision, Merrill v Milligan, which upheld Alabama’s racially gerrymandered con…",https://amp.theguardian.com/commentisfree/2022/feb/10/the-us-supreme-court-is-helping-consolidate-white-political-power-in-america,https://i.guim.co.uk/img/media/a3a083de4e09bd21bbef49a4a39befabdbc22752/0_265_4000_2402/master/4000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=aeff8dd5507d601b79b09e242dfa7b58,2022-02-10T14:49:51Z,"Tuesdays US supreme court decision, Merrill v Milligan, which upheld Alabamas racially gerrymandered congressional map, is reminiscent of the holding in the supreme courts 1857 Dred Scott decision: T… [+6780 chars]",Helping,,,POSITIVE,0.9254699945449829
40,The Guardian,"Sirin Kale, the Guardian Angel","‘If she has a problem, she comes to me’: the retired care worker helping to fight local loneliness","Margaret Shiplee sealed her commitment to her Suffolk community by joining a befriending scheme. So we treated her with some flowers When Margaret Shiplee retired from her job as a homecare worker for people with special needs 15 years ago, she was at a loss.…",https://amp.theguardian.com/lifeandstyle/2022/jan/29/if-she-has-a-problem-she-comes-to-me-the-retired-care-worker-helping-to-fight-local-loneliness,https://i.guim.co.uk/img/media/5b01961658ae4d67ca55fac6391ccb308d77fa71/0_220_6589_3954/master/6589.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=1e2c631891767e226c3d785eab83b64a,2022-01-29T11:00:01Z,"When Margaret Shiplee retired from her job as a homecare worker for people with special needs 15 years ago, she was at a loss. I thought, oh God I have to do something now, she says. If I stopped doi… [+4830 chars]",Helping,,,POSITIVE,0.9517321586608887
41,BBC News,,Using the sun to fight food waste,How a solar dryer saves food from rotting and empowers rural women.,https://www.bbc.co.uk/news/av/stories-60347736,https://ichef.bbci.co.uk/news/1024/branded_news/134AE/production/_123222097_p0bnfxmx.jpg,2022-02-13T00:14:10Z,"Hundreds of millions of tonnes of food go to waste every year. Often its because farmers can't sell produce that doesn't look right. 
But in India solar dryers are helping to stop waste - and the jo… [+163 chars]",Helping,,,POSITIVE,0.9995535016059875
42,Boing Boing,Jason Weisberger,"Furries respond to a bigoted mayor by helping fund Ridgeland, Mississippi's library","The mayor of Ridgeland declared that the city would be withholding its annual $110k of funding towards the local library because of books. The specific books the mayor Gene McGee found ""sexually explicit"" were children's books that didn't conform to his ideas…",https://boingboing.net/2022/02/07/furries-respond-to-a-bigoted-mayor-by-helping-fund-ridgeland-mississippis-library.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2022/02/shutterstock_1891847965.jpg?fit=1000%2C667&ssl=1,2022-02-07T16:38:27Z,"The mayor of Ridgeland declared that the city would be withholding its annual $110k of funding towards the local library because of books. The specific books the mayor Gene McGee found ""sexually expl… [+2000 chars]",Helping,,,NEGATIVE,0.9997734427452087
43,VentureBeat,VB Staff,Report: How AI and ML optimize the diagnosis process in health care,"Medical diagnostics using AI and ML are expanding, and automation is helping to detect life-threatening conditions in their earliest stages.",https://venturebeat.com/2022/01/18/report-how-ai-and-ml-optimize-diagnosis-process-in-health-care/,https://venturebeat.com/wp-content/uploads/2022/01/GettyImages-1251551899-e1642523643912.jpg?w=1200&strip=all,2022-01-19T00:40:09Z,"Did you miss a session from the Future of Work Summit? Head over to our Future of Work Summit on-demand library to stream.
A new report by CSA reveals that rapid developments in AI, ML, and data min… [+3095 chars]",Helping,,,POSITIVE,0.9995617270469666
44,Reuters,,"Apple poised for strong earnings despite supply constraints, Omicron - Reuters","Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> navigated pandemic-related supply chain issues better than rivals at the end of 2021, likely helping the iPhone maker surpass Wall Street revenue growth targets of 6%, s…",https://www.reuters.com/technology/apple-poised-strong-earnings-despite-supply-constraints-omicron-2022-01-26/,https://www.reuters.com/resizer/Q3PqLjSr-vgwV4z7ctDXWcZpZFY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/EEF6GPNQTNOCLMCSVE6LPXLT3A.jpg,2022-01-26T11:12:00Z,"Jan 26 (Reuters) - Apple Inc (AAPL.O) navigated pandemic-related supply chain issues better than rivals at the end of 2021, likely helping the iPhone maker surpass Wall Street revenue growth targets … [+3689 chars]",Helping,,,POSITIVE,0.9730782508850098
45,Reuters,,Major Gulf bourses end mixed in trade; Dubai index ends up 0.8% - Reuters,"Stock markets in the Middle East ended mixed on Tuesday, with a retreat in oil prices weighing on energy-heavy indexes, but the easing of geopolitical tensions helping other markets, with while Dubai's main index marking its best day in 10 sessions.",https://www.reuters.com/markets/stocks/major-gulf-bourses-end-mixed-trade-dubai-index-ends-up-08-2022-02-08/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=70,2022-02-08T13:19:00Z,"Feb 8 (Reuters) - Stock markets in the Middle East ended mixed on Tuesday, with a retreat in oil prices weighing on energy-heavy indexes, but the easing of geopolitical tensions helping other markets… [+1640 chars]",Helping,,,POSITIVE,0.9645901322364807
46,Reuters,,Rogue employee or Goldman scapegoat? Ex-banker's 1MDB corruption trial to kick off - Reuters,"A former Goldman Sachs <a href=""https://www.reuters.com/companies/GS.N"" target=""_blank"">(GS.N)</a> banker charged with helping to embezzle hundreds of millions of dollars from Malaysia's 1MDB sovereign wealth fund will go on trial in the United States next we…",https://www.reuters.com/markets/us/rogue-employee-or-goldman-scapegoat-ex-bankers-1mdb-corruption-trial-kick-off-2022-02-10/,https://www.reuters.com/resizer/L-JR8um5o2m2GzKVGklsUJfY3rE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/KLF4DEWU6ZJXFKQZISFWIL744M.jpg,2022-02-10T11:00:00Z,"NEW YORK, Feb 10 (Reuters) - A former Goldman Sachs (GS.N) banker charged with helping to embezzle hundreds of millions of dollars from Malaysia's 1MDB sovereign wealth fund will go on trial in the U… [+4945 chars]",Helping,,,NEGATIVE,0.8329421877861023
47,Reuters,,Elephant tusk DNA sleuthing reveals ivory trafficking networks - Reuters,DNA testing on seized ivory shipments that reveals family ties among African elephants killed for their tusks is helping to identify poaching areas and trafficking networks at the center of an illegal trade that continues to devastate the population of Earth'…,https://www.reuters.com/lifestyle/science/elephant-tusk-dna-sleuthing-reveals-ivory-trafficking-networks-2022-02-14/,https://www.reuters.com/resizer/Bs379Heaa8EOHIukYKgtu9amDx8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/E5YC4AQYSJL4JEGK2ZTTW6XMRA.jpg,2022-02-14T18:46:00Z,"WASHINGTON, Feb 14 (Reuters) - DNA testing on seized ivory shipments that reveals family ties among African elephants killed for their tusks is helping to identify poaching areas and trafficking netw… [+3997 chars]",Helping,,,POSITIVE,0.9762706160545349
48,Reuters,,SK Innovation expects stable refining margin; battery loss widens - Reuters,"South Korean energy group SK Innovation Co Ltd <a href=""https://www.reuters.com/companies/096770.KS"" target=""_blank"">(096770.KS)</a> reported a narrower fourth-quarter loss on Friday as refining margins improved in its oil business, helping offset a steep cos…",https://www.reuters.com/markets/us/sk-innovation-expects-stable-refining-margin-battery-loss-widens-2022-01-28/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=69,2022-01-28T05:29:00Z,"SEOUL, Jan 28 (Reuters) - South Korean energy group SK Innovation Co Ltd (096770.KS) reported a narrower fourth-quarter loss on Friday as refining margins improved in its oil business, helping offset… [+3014 chars]",Helping,,,NEGATIVE,0.985024094581604
49,Reuters,,Pharma companies contest D.C. Circuit's revival of terror claims - Reuters,A group of major U.S. and European medical device and pharmaceutical companies on Thursday asked a U.S. appeals court to scrap its decision reviving a lawsuit that seeks to hold them liable for allegedly helping to fund acts of terrorism in Iraq against Ameri…,https://www.reuters.com/legal/litigation/pharma-companies-contest-dc-circuits-revival-terror-claims-2022-02-04/,https://www.reuters.com/resizer/BZEaHFuFkM4oeiPI-H6dRGHWP0s=/728x381/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QP3IMLF75BKH5G6OVWBH7EZUJI.jpg,2022-02-04T18:35:00Z,"<ul><li>
Summary</li><li>
Law firms</li><li>
Related documents</li></ul>
The company and law firm names shown above are generated automatically based on the text of the article. We are improving … [+2726 chars]",Helping,,,NEGATIVE,0.9897938966751099
50,Reuters,,Greece expected to sign off on key privatisation deals by year-end - source - Reuters,"Greece is set to sign off this year on a long-term concession for its longest highway and a gas company sale, helping it meet an annual 2.2 billion euro ($2.49 billion) revenue target from state assets, a Greek source close to the talks said on Monday.",https://www.reuters.com/world/europe/greece-expected-sign-off-key-privatisation-deals-by-year-end-source-2022-02-14/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=74,2022-02-14T13:54:00Z,"ATHENS, Feb 14 (Reuters) - Greece is set to sign off this year on a long-term concession for its longest highway and a gas company sale, helping it meet an annual 2.2 billion euro ($2.49 billion) rev… [+2302 chars]",Helping,,,POSITIVE,0.992989182472229
51,Reuters,,Curling-A stone's throw from Scottish lochs to the heart of Asia - Reuters,"Hugh Millikin was once half a point away from being one of Australia's first Olympic curlers but is now tasked with helping the world's most populous region sweep onto the ice as the ""roaring game"" continues to pique interest around the globe.",https://www.reuters.com/lifestyle/sports/curling-a-stones-throw-scottish-lochs-heart-asia-2022-02-12/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=74,2022-02-12T10:45:00Z,"BEIJING, Feb 12 (Reuters) - Hugh Millikin was once half a point away from being one of Australia's first Olympic curlers but is now tasked with helping the world's most populous region sweep onto the… [+3261 chars]",Helping,,,POSITIVE,0.9993749260902405
52,Reuters,,Figure skating-American Bell defies age with help from 'fairy godmother' Rippon - Reuters,"American figure skating champion Mariah Bell is proof that a little bit of madness and ""shameless belief"" can go a long way in helping a late bloomer stay competitive in an event dominated by teenagers, according to proud coach Adam Rippon.",https://www.reuters.com/lifestyle/sports/figure-skating-american-bell-defies-age-with-help-fairy-godmother-rippon-2022-02-05/,https://www.reuters.com/resizer/GWM9WUQij3tGJ7sLy9R8tNXE2FE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/WLRPWFHYDVORJNVNOL5PMHEOMA.jpg,2022-02-05T07:42:00Z,"Feb 5 (Reuters) - American figure skating champion Mariah Bell is proof that a little bit of madness and ""shameless belief"" can go a long way in helping a late bloomer stay competitive in an event do… [+3511 chars]",Helping,,,POSITIVE,0.9970478415489197
53,Reuters,,Opening statements to kick off in ex-Goldman banker's 1MDB corruption trial - Reuters,"Opening statements are expected to take place on Monday in the U.S. corruption trial of a former Goldman Sachs <a href=""https://www.reuters.com/companies/GS.N"" target=""_blank"">(GS.N)</a> banker charged with helping to launder hundreds of millions of dollars l…",https://www.reuters.com/markets/us/opening-statements-kick-off-ex-goldman-bankers-1mdb-corruption-trial-2022-02-14/,https://www.reuters.com/resizer/_ccRc4tDJCLjDFkb7dRjjgfs4hw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/HUPR3EC46RN6RKJV27IQDRE6U4.jpg,2022-02-14T11:00:00Z,"NEW YORK, Feb 14 (Reuters) - Opening statements are expected to take place on Monday in the U.S. corruption trial of a former Goldman Sachs (GS.N) banker charged with helping to launder hundreds of m… [+2493 chars]",Helping,,,NEGATIVE,0.9581453800201416
54,Fast Company,Adele Peters,Climate scientists demand PR firms stop helping fossil fuel companies cover up their impact,"‘As scientists who study and communicate the realities of climate change, we are consistently faced with a major and needless challenge: overcoming advertising and PR efforts by fossil fuel companies.’
The billions of dollars that fossil fuel companies have p…",https://www.fastcompany.com/90713952/climate-scientists-demand-big-pr-firms-drop-fossil-fuel-clients,"https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2022/01/p-1-90713952-fossil-fuel-pr.jpg",2022-01-19T08:00:10Z,"The billions of dollars that fossil fuel companies have poured into advertising and PR campaigns over the past few decades have helped play a major role in slowing down climate action, convincing the… [+3662 chars]",Helping,,,NEGATIVE,0.991499125957489
55,Yahoo Entertainment,AFP Videographics,Scientists equip sea turtles with tags to relay data from cyclones,"On France's Reunion Island, migratory turtles are helping researchers gather information to better face cyclones. Water temperature data directly influences ...",https://news.yahoo.com/scientists-equip-sea-turtles-tags-212641756.html,https://s.yimg.com/ny/api/res/1.2/h3yuiMucz._srMA9F3BntA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/hd/cp-video-transcode/prod/2022-01/25/61f06bd82ff0342677b974e7/61f06bd82ff0342677b974e8_o_U_v2.jpg,2022-01-25T21:26:41Z,"The central Asian nations of Kazakhstan, Uzbekistan and Kyrgyzstan suffered electrical power outages in major cities on Tuesday, according to authorities and residents, after a major power line in Ka… [+511 chars]",Helping,,,POSITIVE,0.9944729208946228
56,Yahoo Entertainment,INSIDER Video,VIDEO: Peru's beaches are covered in oil after the volcano eruption and tsunami in Tonga,"About 6,000 barrels of oil spilled on Peru's coast after the volcanic eruption and tsunami in Tonga. Hundreds of workers are helping with cleanup efforts...",https://news.yahoo.com/video-perus-beaches-covered-oil-203520781.html,https://s.yimg.com/hd/cp-video-transcode/prod/2022-01/19/61e87695891d9027b32142ff/61e87695891d9027b3214300_o_U_v2.jpg,2022-01-19T20:35:20Z,"Two siblings have pleaded guilty in the killing of 19-year-old Frank McAlister 30 years after his skeletal remains were found by hikers in Shingletown, California, allowing authorities to close the d… [+300 chars]",Helping,,,POSITIVE,0.9950516819953918
57,New York Times,Jennifer Schuessler,Taylor Mac Explores the Philosophy of the Hang,"A new jazz opera reimagines Socrates’ final hours. Expect queer romps, ancient Greek in-jokes and plenty of tulle.",https://www.nytimes.com/2022/01/20/theater/taylor-mac-the-hang.html,https://static01.nyt.com/images/2022/01/20/arts/20thehang1A/20thehang1A-facebookJumbo.jpg,2022-01-21T02:51:59Z,"Chanon Judson, the choreographer, described the movement, like so much of the show, as a collage. I really like to scan the room and sponge in everyones idiosyncratic ways of being in the space, she … [+848 chars]",Helping,,,NEGATIVE,0.9746732115745544
58,New York Times,Marian Bull,"When Life Changed, Reiki, Tarot and a Home Redo Were There to Help",Helen Ho was laid off from her urban planning job at the beginning of the pandemic. She saw it as a chance to focus on the things she really liked doing.,https://www.nytimes.com/2022/01/31/realestate/renters-astoria-queens.html,https://static01.nyt.com/images/2022/01/31/realestate/31renters1/31renters1-facebookJumbo.jpg,2022-01-31T10:00:18Z,"When Helen Ho was laid off from her urban planning job in the spring of 2020, she knew she wouldnt be looking for another full-time job anytime soon. The pandemic was slowly consuming every bit of ou… [+1080 chars]",Helping,,,POSITIVE,0.9901356101036072
59,Digital Trends,Trevor Mogg,Elon Musk’s Starlink helping to restore Tonga’s internet,SpaceX chief Elon Musk has deployed a team of Starlink engineers to help get Tonga back online after a recent volcanic eruption cut its internet link.,https://www.digitaltrends.com/news/elon-musk-starlink-helping-restore-tongas-internet/,https://icdn.digitaltrends.com/image/digitaltrends/elon-musk-10.jpg,2022-02-10T03:10:58Z,SpaceX chief Elon Musk has sent a team of Starlink engineers to the South Pacific to help get Tonga back online after a recent volcanic eruption severed the only cable connecting the island nation to… [+2123 chars],Helping,,,POSITIVE,0.9940142035484314
60,Lifehacker.com,Jeff Somers,How to Never Lose Another Umbrella As Long As You Live,"It’s a fundamental fact of human life that we lose about 100% of the umbrellas we buy. Just about everyone has experienced that moment when you’re six blocks away from the restaurant and the rain starts to fall, bringing to mind a crystal clear image of your …",https://lifehacker.com/how-to-never-lose-another-umbrella-as-long-as-you-live-1848521788,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/00d56993288c94896266c4a9a3c05b12.jpg",2022-02-14T14:30:00Z,Its a fundamental fact of human life that we lose about 100% of the umbrellas we buy. Just about everyone has experienced that moment when youre six blocks away from the restaurant and the rain start… [+3005 chars],Helping,,,POSITIVE,0.9894288182258606
61,Lifehacker.com,Sarah Showfety,Stop Saying You 'Helped' on Your Resume (and Use These Verbs Instead),"If you’re in the job market (or you might be soon) it’s worth taking a fine-tooth comb to the verb choices on your resume. And while humility is a valuable soft skill that conveys emotional intelligence in the workplace, it has no place on a document highligh…",https://lifehacker.com/stop-saying-you-helped-on-your-resume-and-use-these-ve-1848425106,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/5217540697e1e0ba2187d5e09145b3e2.jpg",2022-01-26T18:00:00Z,If youre in the job market (or you might be soon) its worth taking a fine-tooth comb to the verb choices on your resume. And while humility is a valuable soft skill that conveys emotional intelligenc… [+2933 chars],Helping,,,NEGATIVE,0.998256504535675
62,New York Times,Emmanuel Morgan,Giants Hire Joe Schoen From Bills as General Manager,Schoen was previously the assistant general manager for the Buffalo Bills.,https://www.nytimes.com/2022/01/21/sports/football/giants-joe-schoen-general-manager.html,https://static01.nyt.com/images/2022/01/22/multimedia/21nfl-giantsgm-print/21nfl-giantsgm-facebookJumbo.jpg,2022-01-22T01:26:32Z,"The Giants on Friday announced that they had hired Joe Schoen as their new general manager, the first step in the teams attempt to fill a leadership vacuum after the previous general manager and the … [+1092 chars]",Helping,,,POSITIVE,0.7934355139732361
63,New York Times,Sal Cataldi,How a Bike Messenger Reinvented Himself as a Street Musician,"He started a bike messenger company in the 1990s. But the death of a friend, followed by Covid, inspired him to pursue his passion.",https://www.nytimes.com/2022/02/04/nyregion/sammy-buttons-sidewalk-musician-nyc.html,https://static01.nyt.com/images/2022/02/06/nyregion/06sammybuttons1/06sammybuttons1-facebookJumbo.jpg,2022-02-04T10:00:08Z,"That day, he told the story to Mr. Murray, who smiled, said he thought he recalled the exchange, and put a $20 bill in the tip jar.
Another time, Senator Chuck Schumer, Democrat of New York and the … [+1151 chars]",Helping,,,POSITIVE,0.9937200546264648
64,Kotaku,Luke Plunkett,Star Citizen Studio Calls 'Loud' Fans A 'Distraction' In Very Bad Post,"Star Citizen, a game that has been in development for over a decade and has raised over $400 million in funding, is nowhere near being done. Not even close. And as work continues on the game, recent changes to the way the studio communicates their progress wi…",https://kotaku.com/star-citizen-delay-delayed-cloud-imperium-games-chris-r-1848477590,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/254e6ddd6257761bf2671ceb517b8c90.jpg",2022-02-03T22:15:00Z,"Star Citizen, a game that has been in development for over a decade and has raised over $400 million in funding, is nowhere near being done. Not even close. And as work continues on the game, recent … [+3919 chars]",Helping,,,NEGATIVE,0.9999674558639526
65,BBC News,https://www.facebook.com/bbcnews,Freedom Convoy: Canada court orders end to trucks' bridge blockade,Ontario's Superior Court of Justice ruled that the protests must end by 19:00 local time (02:00GMT).,https://www.bbc.co.uk/news/world-us-canada-60356461,https://ichef.bbci.co.uk/news/1024/branded_news/5143/production/_123230802_protest.jpg,2022-02-11T22:17:03Z,"A Canadian judge has granted a court order to end a truckers' blockade of a vital trade link with the US.
The chief justice of Ontario's Superior Court of Justice said the injunction would come into… [+967 chars]",Helping,,,NEGATIVE,0.7013962268829346
66,Boing Boing,Jason Weisberger,MacKenzie Scott's February has already been pretty generous,"After helping her ex-husband found Amazon while writing an award-winning novel, in 2019 MaKenzie Scott signed on to The Giving Pledge, and started gifting her fortune to charities. In the first two weeks of February she has already donated $171.5 million to 4…",https://boingboing.net/2022/02/15/mackenzie-scotts-february-has-already-been-pretty-generous.html,https://s0.wp.com/i/blank.jpg,2022-02-15T15:13:30Z,"After helping her ex-husband found Amazon while writing an award-winning novel, in 2019 MaKenzie Scott signed on to The Giving Pledge, and started gifting her fortune to charities. In the first two w… [+1112 chars]",Helping,,,POSITIVE,0.6802911162376404
67,New York Times,Carol Rosenberg,Panel Approves Transfer of Saudi Engineer From Guantánamo Bay,The decision means that a majority of detainees at the wartime prison are cleared for transfer if U.S. diplomats can forge security deals with countries to receive them,https://www.nytimes.com/2022/02/10/us/politics/hassan-abdullah-al-sharbi-guantanamo-bay.html,https://static01.nyt.com/images/2022/02/10/us/politics/10dc-gitmo-sub/10dc-gitmo-sub-facebookJumbo.jpg,2022-02-11T00:28:42Z,"Saudi Arabia has received about 140 Saudis and Yemenis from Guantánamo into a program created to help rehabilitate men who joined militant, jihadist movements in Afghanistan in the years before the S… [+1500 chars]",Helping,,,POSITIVE,0.9547523856163025
68,New York Times,Roberta Smith,"In 'Charles Ray: Figure Ground,' a Radical Conservative on Display","Familiarity breeds surprises at the Met’s survey of the American sculptor, whose work suggests that the past is never dead — in a good way.",https://www.nytimes.com/2022/02/10/arts/design/charles-ray-figure-ground-met-museum.html,https://static01.nyt.com/images/2022/02/10/arts/10charles-ray-review-1/10charles-ray-review-1-facebookJumbo-v2.jpg,2022-02-10T17:31:04Z,"After a while, this show doesnt seem so small. Look, read the labels, mull over the prickly unanswered questions many of the pieces leave you with. Boy With Frog and Huck and Jim were both intended f… [+1648 chars]",Helping,,,POSITIVE,0.8384712338447571
69,Gizmodo.com,Angely Mercado,Ecuador's Indigenous Groups Have New Power to Protect Their Lands from Destruction,The highest court in Ecuador ruled last week that Indigenous communities in the country should have a stronger say over extractive projects like oil drilling and mining that affect their ancestral lands.Read more...,https://gizmodo.com/ecuadors-indigenous-groups-have-new-power-to-protect-th-1848503188,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/7a48d9ba6cb3aa442b7c4376f9f2fe20.jpg",2022-02-08T22:29:00Z,The highest court in Ecuador ruled last week that Indigenous communities in the country should have a stronger say over extractive projects like oil drilling and mining that affect their ancestral la… [+1690 chars],Helping,,,NEGATIVE,0.867468535900116
70,Boing Boing,Carla Sinclair,"After training for a year to become a DEA agent, a woman found out she was tricked — her teacher was an imposter","A woman in Portland, Oregon was working hard to become a DEA agent, but after about a year of going on ride-alongs, sporting an official-looking Drug Enforcement Agency badge, and helping a ""federal agent"" turn homeless people into informants, she found out s…",https://boingboing.net/2022/02/07/after-training-for-a-year-to-become-a-dea-agent-a-woman-found-out-she-was-tricked-her-teacher-was-an-imposter.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2022/02/dea.jpg?fit=1200%2C774&ssl=1,2022-02-07T13:49:27Z,"A woman in Portland, Oregon was working hard to become a DEA agent, but after about a year of going on ride-alongs, sporting an official-looking Drug Enforcement Agency badge, and helping a ""federal … [+2373 chars]",Helping,,,POSITIVE,0.6062497496604919
71,New York Times,Tania Ganguli,New Friends and Secret Keepers: They Make N.B.A. Families Feel Welcome,"A network of N.B.A. staffers helps players and their families find homes, hairstylists and everything else when they move to new cities.",https://www.nytimes.com/2022/02/01/sports/basketball/nba-player-families.html,https://static01.nyt.com/images/2022/01/31/sports/00nba-welcome-02/00nba-welcome-02-facebookJumbo.jpg,2022-02-01T20:23:17Z,"Her relationship with players doesnt mean always saying yes. It can mean telling players things they dont want to hear like that she cant get involved in certain personal matters.
Sometimes youve ju… [+1204 chars]",Helping,,,POSITIVE,0.997098445892334
72,Engadget,Billy Steele,Weber's 2022 smart grill lineup includes gas and pellet options,"Grilling season will be here before you know it, so one of the biggest names in backyard cooking is tipping its hand for spring. Today, Weber announced it's 2022 lineup of smart grills with options for cooks who prefer gas or pellet-burning options. No matter…",https://www.engadget.com/weber-2022-grill-lineup-genesis-smokefire-weber-connect-140518150.html,https://s.yimg.com/os/creatr-uploaded-images/2022-01/e9f511c0-77de-11ec-bcf9-6967b1378f23,2022-01-18T14:05:18Z,"Grilling season will be here before you know it, so one of the biggest names in backyard cooking is tipping its hand for spring. Today, Weber announced it's 2022 lineup of smart grills with options f… [+3332 chars]",Helping,,,POSITIVE,0.9966551065444946
73,Ted.com,"Tim Dunn, contact@ted.com (TED)",How we're reducing the climate impact of electronics | Tim Dunn,"The seemingly mundane electronics you use every day -- your stove, dishwasher, TV and much more -- have a cumulative effect on the climate, says Best Buy's director of environmental affairs Tim Dunn. He shares how the company is helping people reduce their ca…",https://www.ted.com/talks/tim_dunn_how_we_re_reducing_the_climate_impact_of_electronics,https://pi.tedcdn.com/r/talkstar-photos.s3.amazonaws.com/uploads/b449a15a-655e-44f3-8e55-4b7b970eda9b/TimDunn_2022T-embed.jpg?c=1050%2C550&w=1050,2022-02-07T15:34:40Z,"The seemingly mundane electronics you use every day -- your stove, dishwasher, TV and much more -- have a cumulative effect on the climate, says Best Buy's director of environmental affairs Tim Dunn.… [+1385 chars]",Helping,,,POSITIVE,0.9654172658920288
74,Time,Jenna Caldwell,"Kid of the Year Finalist Ethan Hill, 11, on Helping the Homeless: ‘If You See a Problem, Fix It’","Ethan Hill was on his way to school one day in 2016, when he noticed a man living under a freeway overpass. Despite only being 6 years old at the time, Hill was determined to help the man. After school, he began to research ways he could provide aid to the ho…",https://time.com/6128473/kid-of-the-year-finalist-ethan-hill/,https://api.time.com/wp-content/uploads/2022/02/ethan-hill-time-koty-1.jpg?quality=85&w=1200&h=628&crop=1,2022-02-02T16:37:06Z,"Ethan Hill was on his way to school one day in 2016, when he noticed a man living under a freeway overpass. Despite only being 6 years old at the time, Hill was determined to help the man. After scho… [+5052 chars]",Helping,,,POSITIVE,0.9477328658103943
75,Ctvnews.ca,,Trucker convoy financing: No spike in 'suspicious' transactions - CTV News,"<ol><li>Trucker convoy financing: No spike in 'suspicious' transactions  CTV News
</li><li>Conservatives forcing vote on a plan to end mandates  CTV News
</li><li>How a former Trump official wound up at Ottawa's convoy protest  CBC News
</li><li>How organi…",https://www.ctvnews.ca/politics/no-spike-in-suspicious-transaction-reporting-amid-trucker-convoy-protests-financial-intelligence-expert-1.5776170,https://www.ctvnews.ca/polopoly_fs/1.5776186.1644514016!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2022-02-10T20:26:07Z,The deputy director of intelligence at Canadas financial intelligence agency says he hasnt seen a spike in suspicious transaction reporting amid concerns about the sources of funds pouring in for the… [+3095 chars],Helping,,,NEGATIVE,0.9962598085403442
